0.000000,0.000000,0.000115,0.000000,0.000000
0.000000,0.000000,0.000456,0.000000,0.000000
0.000000,0.000000,0.001016,0.000000,0.000000
0.000000,0.000000,0.001787,0.000000,0.000000
0.000000,0.000000,0.002762,0.000000,0.000000
0.000000,0.000000,0.003934,0.000000,0.000000
0.000000,0.000000,0.005296,0.000000,0.000000
0.000000,0.000000,0.006841,0.000000,0.000000
0.000000,0.000000,0.008562,0.000000,0.000000
0.000000,0.000000,0.010451,0.000000,0.000000
0.000000,0.000000,0.012501,0.000000,0.000000
0.000000,0.000000,0.014705,0.000000,0.000000
0.000000,0.000000,0.017056,0.000000,0.000000
0.000000,0.000000,0.019547,0.000000,0.000000
0.000000,0.000000,0.022170,0.000000,0.000000
0.000000,0.000000,0.024919,0.000000,0.000000
0.000000,0.000000,0.027786,0.000000,0.000000
0.000000,0.000000,0.030764,0.000000,0.000000
0.000000,0.000000,0.033846,0.000000,0.000000
0.000000,0.000000,0.037025,0.000000,0.000000
0.000000,0.000000,0.040293,0.000000,0.000000
0.000000,0.000000,0.043644,0.000000,0.000000
0.000000,0.000000,0.047070,0.000000,0.000000
0.000000,0.000000,0.050564,0.000000,0.000000
0.000000,0.000000,0.054119,0.000000,0.000000
0.000000,0.000000,0.057728,0.000000,0.000000
0.000000,0.000000,0.061383,0.000000,0.000000
0.000000,0.000000,0.065078,0.000000,0.000000
0.000000,0.000000,0.068805,0.000000,0.000000
0.000000,0.000000,0.072557,0.000000,0.000000
0.000000,0.000000,0.076327,0.000000,0.000000
0.000000,0.000000,0.080108,0.000000,0.000000
0.000000,0.000000,0.083892,0.000000,0.000000
0.000000,0.000000,0.087673,0.000000,0.000000
0.000000,0.000000,0.091443,0.000000,0.000000
0.000000,0.000000,0.095195,0.000000,0.000000
0.000000,0.000000,0.098922,0.000000,0.000000
0.000000,0.000000,0.102617,0.000000,0.000000
0.000000,0.000000,0.106272,0.000000,0.000000
0.000000,0.000000,0.109881,0.000000,0.000000
0.000000,0.000000,0.113436,0.000000,0.000000
0.000000,0.000000,0.116930,0.000000,0.000000
0.000000,0.000000,0.120356,0.000000,0.000000
0.000000,0.000000,0.123707,0.000000,0.000000
0.000000,0.000000,0.126975,0.000000,0.000000
0.000000,0.000000,0.130154,0.000000,0.000000
0.000000,0.000000,0.133236,0.000000,0.000000
0.000000,0.000000,0.136214,0.000000,0.000000
0.000000,0.000000,0.139081,0.000000,0.000000
0.000000,0.000000,0.141830,0.000000,0.000000
0.000000,0.000000,0.144453,0.000000,0.000000
0.000000,0.000000,0.146944,0.000000,0.000000
0.000000,0.000000,0.149295,0.000000,0.000000
0.000000,0.000000,0.151499,0.000000,0.000000
0.000000,0.000000,0.153549,0.000000,0.000000
0.000000,0.000000,0.155438,0.000000,0.000000
0.000000,0.000000,0.157159,0.000000,0.000000
0.000000,0.000000,0.158704,0.000000,0.000000
0.000000,0.000000,0.160066,0.000000,0.000000
0.000000,0.000000,0.161238,0.000000,0.000000
0.000000,0.000000,0.162213,0.000000,0.000000
0.000000,0.000000,0.162984,0.000000,0.000000
0.000000,0.000000,0.163544,0.000000,0.000000
0.000000,0.000000,0.163885,0.000000,0.000000
0.000000,0.000000,0.164000,0.000000,0.000000
0.000000,0.000000,0.164000,0.000000,0.000000
0.000000,0.000000,0.164000,0.000000,1.000000
0.000000,0.000000,0.164000,0.000000,1.000000
0.000000,0.000000,0.163885,0.000000,1.000000
0.000270,-0.000585,0.163544,-0.001318,1.000000
0.000713,-0.001545,0.162984,-0.003482,1.000000
0.001325,-0.002869,0.162213,-0.006467,1.000000
0.002098,-0.004544,0.161238,-0.010243,1.000000
0.003027,-0.006554,0.160066,-0.014775,1.000000
0.004106,-0.008891,0.158704,-0.020041,1.000000
0.004081,-0.008837,0.157159,-0.027474,1.000000
0.004056,-0.008783,0.155438,-0.035749,1.000000
0.004031,-0.008729,0.153549,-0.044824,1.000000
0.004006,-0.008675,0.151499,-0.054677,1.000000
0.003981,-0.008621,0.149295,-0.065263,1.000000
0.003956,-0.008566,0.146944,-0.076559,1.000000
0.003931,-0.008511,0.144453,-0.088523,1.000000
0.003905,-0.008455,0.141830,-0.101117,1.000000
0.003879,-0.008398,0.139081,-0.114318,1.000000
0.003853,-0.008341,0.136214,-0.128079,1.000000
0.003826,-0.008283,0.133236,-0.142373,1.000000
0.003799,-0.008224,0.130154,-0.157164,1.000000
